date,portfolioAction,portfolioConfidence,portfolioExposure,portfolioFixedExposure,portfolioScore,portfolioCoverage,portfolioRecoveryScore,marketAction,marketConfidence,marketExposure,marketScore,marketRecoveryScore,closeToCloseReturn,nextOpenReturn,nextCloseReturn,nextDayReturn,strategyReturn,forwardReturn5d,forwardReturn20d,forwardReturn60d
2025-05-27,분할 매수,강한 녹색,1,1,49,89.7,0.7637,신규 매수,강한 녹색,1,75,0.9654,1.2952,1.1588,1.5749,1.1588,1.1588,3.3623,16.986,21.5738
2025-05-28,분할 매수,강한 녹색,1,1,49,89.7,0.7526,신규 매수,강한 녹색,1,70,0.8951,1.5749,-0.4061,-1.625,-0.4061,-0.4061,4.0776,15.8074,20.547
2025-05-29,분할 매수,강한 녹색,1,1,54,89.7,0.771,신규 매수,강한 녹색,1,74,0.8951,-1.625,-0.9081,-0.3315,-0.9081,-0.9081,5.7654,17.7911,22.1467
2025-05-30,분할 매수,강한 녹색,1,1,49,89.7,0.7357,신규 매수,강한 녹색,1,69,0.8497,-0.3315,2.39,3.2791,2.39,2.39,7.8157,17.3215,21.8722
2025-06-02,분할 매수,강한 녹색,1,1,54,89.7,0.8006,신규 매수,강한 녹색,1,71,0.9185,3.2791,1.1447,1.278,1.1447,1.1447,6.4128,14.593,20.816
2025-06-04,분할 매수,강한 녹색,1,1,61,89.7,0.8445,신규 매수,강한 녹색,1,74,0.9294,1.278,1.8223,0.9664,1.8223,1.8223,4.9677,14.0036,17.5089
2025-06-05,분할 매수,강한 녹색,1,1,56,89.7,0.7981,신규 매수,강한 녹색,1,71,0.8951,0.9664,1.2028,1.463,1.2028,1.2028,1.4012,8.6693,14.8586
2025-06-09,보유,녹색 대기,0.6795,0.6,53,89.7,0.8171,신규 매수,강한 녹색,1,67,0.9294,1.463,1.0151,1.4084,1.0151,1.0151,3.9316,8.114,13.6821
2025-06-10,보유,녹색 대기,0.6795,0.6,53,89.7,0.796,신규 매수,강한 녹색,1,65,0.9185,1.4084,1.0695,-0.4237,1.0695,1.0695,2.3984,8.9669,13.3635
2025-06-11,분할 매수,강한 녹색,1,1,57,89.7,0.7986,신규 매수,강한 녹색,1,67,0.8951,-0.4237,-0.2258,-0.8689,-0.2258,-0.2258,2.7536,8.0908,12.4973
2025-06-12,분할 매수,강한 녹색,1,1,56,89.7,0.7757,신규 매수,강한 녹색,1,72,0.8841,-0.8689,-1.6187,2.3241,-1.6187,-1.6187,4.0002,9.1835,13.6003
2025-06-13,분할 매수,약한 녹색,1,1,44,89.7,0.6524,신규 매수,강한 녹색,1,53,0.7154,2.3241,3.7427,0.9212,3.7427,3.7427,3.7247,10.7088,16.2283
2025-06-16,분할 매수,강한 녹색,1,1,57,89.7,0.7719,신규 매수,강한 녹색,1,71,0.8716,0.9212,-0.461,0.7269,-0.461,-0.461,3.4463,6.9305,13.7201
2025-06-17,분할 매수,강한 녹색,1,1,49,89.7,0.6263,신규 매수,강한 녹색,1,56,0.674,0.7269,1.4173,0.8043,1.4173,1.4173,5.7079,9.1486,18.336
2025-06-18,분할 매수,강한 녹색,1,1,49,89.7,0.5068,신규 매수,강한 녹색,1,55,0.5365,0.8043,0.9419,0.1526,0.9419,0.9419,5.1038,8.0913,18.179
2025-06-19,분할 매수,강한 녹색,1,1,47,89.7,0.4229,신규 매수,강한 녹색,1,51,0.424,0.1526,-1.8207,0.0679,-1.8207,-1.8207,3.6483,6.3983,22.9993
2025-06-20,분할 매수,강한 녹색,1,1,46,89.7,0.3367,신규 매수,강한 녹색,1,46,0.3099,0.0679,3.4314,2.8551,3.4314,3.4314,5.6712,8.8682,22.4095
2025-06-23,분할 매수,강한 녹색,1,1,49,89.7,0.3125,신규 매수,강한 녹색,1,56,0.299,2.8551,1.7415,1.2738,1.7415,1.7415,3.4758,4.7696,18.0447
2025-06-24,분할 매수,강한 녹색,1,1,62,89.7,0.6186,신규 매수,강한 녹색,1,70,0.6786,1.2738,0.8371,-0.3288,0.8371,0.8371,0.3537,1.6341,16.486
2025-06-25,분할 매수,강한 녹색,1,1,58,89.7,0.6887,신규 매수,강한 녹색,1,64,0.7406,-0.3288,-0.4588,-0.018,-0.4588,-0.4588,-0.3389,1.8284,18.0983
2025-06-26,분할 매수,강한 녹색,1,1,59,89.7,0.6887,신규 매수,강한 녹색,1,65,0.7406,-0.018,0.1012,1.2132,0.1012,0.1012,0.7769,2.0091,19.8306
2025-06-27,분할 매수,강한 녹색,1,1,59,89.7,0.7802,신규 매수,강한 녹색,1,68,0.8281,1.2132,1.2482,-0.1261,1.2482,1.2482,-2.1374,3.0314,20.4073
2025-06-30,분할 매수,강한 녹색,1,1,63,89.7,0.8086,신규 매수,강한 녹색,1,78,0.8841,-0.1261,-1.3223,-1.3577,-1.3223,-1.3223,-2.637,2.5338,18.4608
2025-07-01,분할 매수,강한 녹색,1,1,58,89.7,0.801,신규 매수,강한 녹색,1,73,0.8841,-1.3577,0.1292,0.4268,0.1292,0.1292,0.3689,4.8944,19.0021
2025-07-02,분할 매수,강한 녹색,1,1,62,89.7,0.8387,신규 매수,강한 녹색,1,73,0.9185,0.4268,0.6994,-1.4291,0.6994,0.6994,0.4964,5.6737,17.2116
2025-07-03,분할 매수,강한 녹색,1,1,56,89.7,0.7561,신규 매수,강한 녹색,1,64,0.8372,-1.4291,-2.8442,0.2423,-2.8442,-2.8442,0.6094,3.8085,15.6219
2025-07-04,분할 매수,강한 녹색,1,1,52,89.7,0.7377,신규 매수,강한 녹색,1,59,0.8154,0.2423,0.7226,1.193,0.7226,0.7226,3.3168,4.0143,20.2768
2025-07-07,분할 매수,강한 녹색,1,1,46,89.7,0.7051,신규 매수,강한 녹색,1,51,0.7622,1.193,1.8054,0.2683,1.8054,1.8054,2.7746,5.8693,20.4287
2025-07-08,분할 매수,강한 녹색,1,1,54,89.7,0.7637,신규 매수,강한 녹색,1,60,0.8419,0.2683,0.2664,0.8815,0.2664,0.2664,2.5662,3.7775,21.9863
2025-07-09,분할 매수,강한 녹색,1,1,52,89.7,0.7226,신규 매수,강한 녹색,1,60,0.7966,0.8815,0.7661,0.3465,0.7661,0.7661,2.7453,4.4709,31.1116
2025-07-10,분할 매수,강한 녹색,1,1,52,89.7,0.7313,신규 매수,강한 녹색,1,61,0.7974,0.3465,-0.2438,0.1165,-0.2438,-0.2438,1.3256,4.0924,24.2119
2025-07-11,분할 매수,강한 녹색,1,1,53,89.7,0.649,신규 매수,강한 녹색,1,55,0.674,0.1165,0.1956,1.514,0.1956,0.1956,2.0087,4.3301,28.7372
2025-07-14,분할 매수,강한 녹색,1,1,48,89.7,0.6333,신규 매수,강한 녹색,1,52,0.674,1.514,1.5961,0.3302,1.5961,1.5961,1.3475,4.2863,26.8643
2025-07-15,분할 매수,강한 녹색,1,1,47,89.7,0.5524,신규 매수,강한 녹색,1,49,0.5708,0.3302,0.4415,-0.6022,0.4415,0.4415,-1.5655,4.2895,27.6172
2025-07-16,분할 매수,강한 녹색,1,1,46,89.7,0.6515,신규 매수,강한 녹색,1,49,0.674,-0.6022,-0.6311,0.3756,-0.6311,-0.6311,-1.0543,2.9658,28.0512
2025-07-17,분할 매수,강한 녹색,1,1,46,89.7,0.6269,신규 매수,강한 녹색,1,52,0.674,0.3756,0.4805,0.2338,0.4805,0.4805,-0.6977,2.5858,30.8673
2025-07-18,분할 매수,강한 녹색,1,1,45,89.7,0.6223,신규 매수,강한 녹색,1,52,0.674,0.2338,-0.4226,-1.6684,-0.4226,-0.4226,0.0683,1.0982,32.7876
2025-07-21,분할 매수,강한 녹색,1,1,48,89.7,0.7278,신규 매수,강한 녹색,1,54,0.7865,-1.6684,-1.3189,-0.335,-1.3189,-1.3189,1.2093,-1.0897,31.4905
2025-07-22,분할 매수,약한 녹색,1,1,44,89.7,0.7621,신규 매수,강한 녹색,1,53,0.8286,-0.335,0.9669,0.5634,0.9669,0.9669,3.5781,0.5153,32.5178
2025-07-23,분할 매수,강한 녹색,1,1,45,89.7,0.7833,신규 매수,강한 녹색,1,56,0.874,0.5634,-0.2893,0.1416,-0.2893,-0.2893,3.4329,-0.2498,36.7061
2025-07-24,분할 매수,강한 녹색,1,1,49,89.7,0.786,신규 매수,강한 녹색,1,61,0.8841,0.1416,1.1293,2.2119,1.1293,1.1293,2.4994,1.9277,41.3688
2025-07-25,분할 매수,강한 녹색,1,1,52,89.7,0.7903,신규 매수,강한 녹색,1,66,0.8841,2.2119,0.7415,0.8669,0.7415,0.7415,-1.4058,1.0401,41.326
2025-07-28,분할 매수,강한 녹색,1,1,52,89.7,0.8182,신규 매수,강한 녹색,1,63,0.9185,0.8669,0.9699,-0.0678,0.9699,0.9699,0.301,1.2242,40.5372
2025-07-29,분할 매수,강한 녹색,1,1,49,89.7,0.7985,신규 매수,강한 녹색,1,56,0.874,-0.0678,0.8641,0.9879,0.8641,0.8641,-0.819,-0.85,41.3553
2025-07-30,분할 매수,강한 녹색,1,1,50,89.7,0.7829,신규 매수,강한 녹색,1,63,0.874,0.9879,-1.1821,-3.2409,-1.1821,-1.1821,-0.7283,-0.2095,42.0622
2025-07-31,분할 매수,강한 녹색,1,1,46,89.7,0.6011,신규 매수,강한 녹색,1,56,0.6396,-3.2409,-2.7118,0.5404,-2.7118,-2.7118,0.8904,-0.5645,45.6806
2025-08-01,보유,녹색 대기,0.6345,0.6,23,89.7,0.0905,홀딩,녹색 대기,0.6,23,0.0068,0.5404,2.4971,2.1609,2.4971,2.4971,3.6311,1.7358,55.7225
2025-08-04,분할 매수,약한 녹색,1,1,44,89.7,0.4966,신규 매수,강한 녹색,1,53,0.5135,2.1609,-0.1545,-0.4979,-0.1545,-0.1545,1.3308,-0.4879,43.1686
2025-08-05,보유,녹색 대기,0.6435,0.6,29,89.7,0.2604,신규 매수,약한 녹색,1,39,0.2047,-0.4979,0.9247,0.1886,0.9247,0.9247,3.2372,0.3745,48.9206
2025-08-06,분할 매수,약한 녹색,1,1,34,89.7,0.4443,신규 매수,강한 녹색,1,46,0.4495,0.1886,0.4395,0.1545,0.4395,0.4395,1.4373,-0.2038,39.3198
2025-08-07,분할 매수,약한 녹색,1,1,43,89.7,0.5303,신규 매수,강한 녹색,1,53,0.5708,0.1545,-0.0844,0.8699,-0.0844,-0.0844,-0.0104,0.0772,40.5125
2025-08-08,분할 매수,약한 녹색,1,1,44,89.7,0.6066,신규 매수,강한 녹색,1,53,0.649,0.8699,0.2211,-0.3792,0.2211,0.2211,-0.9944,0.8261,47.5649
2025-08-11,분할 매수,약한 녹색,1,1,41,89.7,0.5079,신규 매수,강한 녹색,1,48,0.5073,-0.3792,1.6884,1.3372,1.6884,1.6884,-3.7261,2.093,45.4632
2025-08-12,분할 매수,강한 녹색,1,1,54,89.7,0.7604,신규 매수,강한 녹색,1,65,0.8177,1.3372,-0.8195,-0.4439,-0.8195,-0.8195,-5.077,3.9043,41.5772
2025-08-13,분할 매수,강한 녹색,1,1,61,89.7,0.7905,신규 매수,강한 녹색,1,69,0.8391,-0.4439,-0.9942,-2.2739,-0.9942,-0.9942,-4.1185,6.1477,37.8132
2025-08-14,분할 매수,강한 녹색,1,1,53,89.7,0.6735,신규 매수,강한 녹색,1,59,0.7115,-2.2739,-1.0474,-0.6132,-1.0474,-1.0474,-1.3153,12.6222,40.8387
2025-08-18,분할 매수,약한 녹색,1,1,44,89.7,0.4985,신규 매수,강한 녹색,1,51,0.4964,-0.6132,-2.5943,-1.8876,-2.5943,-2.5943,-0.0362,11.2156,40.971
2025-08-19,보유,녹색 대기,0.6405,0.6,27,89.7,0.2863,신규 매수,약한 녹색,1,34,0.2432,-1.8876,0.2971,0.1884,0.2971,0.2971,3.6605,13.9509,41.568
2025-08-20,보유,녹색 대기,0.6315,0.6,21,89.7,0.3442,신규 매수,약한 녹색,1,31,0.3833,0.1884,0.2042,0.8513,0.2042,0.2042,2.1488,14.1305,45.8193
2025-08-21,보유,녹색 대기,0.6194999999999999,0.6,13,89.7,0.1761,신규 매수,약한 녹색,1,25,0.1563,0.8513,1.9054,1.8608,1.9054,1.9054,3.4883,16.5155,34.7508
2025-08-22,분할 매수,약한 녹색,1,1,41,89.7,0.567,신규 매수,강한 녹색,1,53,0.6438,1.8608,0.2398,-0.0337,0.2398,0.2398,-0.013,15.5454,34.4043
2025-08-25,분할 매수,약한 녹색,1,1,36,89.7,0.4248,신규 매수,강한 녹색,1,48,0.4307,-0.0337,0.9303,0.4442,0.9303,0.9303,-0.718,15.8266,38.1982
2025-08-26,분할 매수,약한 녹색,1,1,42,89.7,0.4871,신규 매수,강한 녹색,1,51,0.5115,0.4442,-1.1178,-0.1499,-1.1178,-1.1178,-1.4226,14.3158,36.1324
2025-08-27,분할 매수,약한 녹색,1,1,42,89.7,0.4947,신규 매수,강한 녹색,1,52,0.5115,-0.1499,1.5278,0.3024,1.5278,1.5278,0.3805,14.5119,40.5402
2025-08-28,분할 매수,약한 녹색,1,1,41,89.7,0.4828,신규 매수,강한 녹색,1,53,0.5115,0.3024,-1.5532,-2.0714,-1.5532,-1.5532,-0.8168,11.2171,38.7659
2025-08-29,보유,녹색 대기,0.6435,0.6,29,89.7,0.2926,신규 매수,약한 녹색,1,35,0.2432,-2.0714,-0.4622,0.496,-0.4622,-0.4622,1.4945,12.3403,41.1039
2025-09-01,보유,녹색 대기,0.6255,0.6,17,89.7,0.0964,신규 매수,약한 녹색,1,26,0.0583,0.496,0.2081,0.6392,0.2081,0.2081,2.6444,14.0788,39.7295
2025-09-02,보유,녹색 대기,0.636,0.6,24,89.7,0.0587,신규 매수,약한 녹색,1,27,-0.0229,0.6392,0.6879,0.0265,0.6879,0.6879,3.9593,14.7049,42.3958
2025-09-03,보유,녹색 대기,0.642,0.6,28,89.7,0.1926,신규 매수,약한 녹색,1,35,0.1536,0.0265,0.3214,1.4348,0.3214,0.3214,6.8709,17.4102,42.3052
2025-09-04,보유,녹색 대기,0.6345,0.6,23,89.7,0.232,신규 매수,약한 녹색,1,36,0.2271,1.4348,0.7455,0.253,0.7455,0.7455,7.9302,26.3193,41.1323
2025-09-05,분할 매수,약한 녹색,1,1,39,89.7,0.3549,신규 매수,강한 녹색,1,46,0.3417,0.253,0.6529,1.3625,0.6529,0.6529,12.5443,19.4841,43.2441
2025-09-08,분할 매수,약한 녹색,1,1,33,89.7,0.3952,신규 매수,약한 녹색,1,42,0.3833,1.3625,1.4928,3.1401,1.4928,1.4928,9.1614,22.681,42.478
2025-09-09,분할 매수,강한 녹색,1,1,46,89.7,0.5655,신규 매수,강한 녹색,1,56,0.6099,3.1401,3.5236,1.4629,3.5236,3.5236,7.2513,19.2117,40.66
2025-09-10,분할 매수,강한 녹색,1,1,59,89.7,0.7575,신규 매수,강한 녹색,1,69,0.8318,1.4629,1.3043,1.8837,1.3043,1.3043,4.1326,17.7576,36.9561
2025-09-11,분할 매수,강한 녹색,1,1,61,89.7,0.7963,신규 매수,강한 녹색,1,70,0.874,1.8837,4.9883,0.6817,4.9883,4.9883,5.1161,17.048,34.1474
2025-09-12,분할 매수,강한 녹색,1,1,60,89.7,0.7484,신규 매수,강한 녹색,1,71,0.8042,0.6817,-1.5905,1.207,-1.5905,-1.5905,1.6405,13.1049,24.7048
2025-09-15,분할 매수,강한 녹색,1,1,57,89.7,0.6556,신규 매수,강한 녹색,1,65,0.6807,1.207,-0.2705,-0.8462,-0.2705,-0.2705,3.9869,17.8144,27.1579
2025-09-16,분할 매수,강한 녹색,1,1,63,89.7,0.5526,신규 매수,강한 녹색,1,69,0.5542,-0.8462,0.4878,1.6385,0.4878,0.4878,3.8171,16.2299,26.3972
2025-09-17,분할 매수,강한 녹색,1,1,56,89.7,0.545,신규 매수,강한 녹색,1,60,0.5448,1.6385,2.2152,0.9054,2.2152,2.2152,2.3231,15.0147,24.0128
2025-09-18,분할 매수,강한 녹색,1,1,59,89.7,0.5653,신규 매수,강한 녹색,1,64,0.5885,0.9054,0.9799,0.7978,0.9799,0.9799,-1.1638,17.0878,23.608
2025-09-19,분할 매수,강한 녹색,1,1,56,89.7,0.5094,신규 매수,강한 녹색,1,58,0.4974,0.7978,0.5061,0.6474,0.5061,0.5061,-2.7068,19.3853,24.552
2025-09-22,분할 매수,강한 녹색,1,1,60,89.7,0.5386,신규 매수,강한 녹색,1,61,0.5318,0.6474,-0.3904,-0.5162,-0.3904,-0.3904,-2.2712,20.1737,24.7041
2025-09-23,분할 매수,강한 녹색,1,1,52,89.7,0.3577,신규 매수,강한 녹색,1,50,0.3057,-0.5162,-0.9908,-0.8653,-0.9908,-0.9908,-1.0829,20.9049,25.1766
2025-09-24,분할 매수,강한 녹색,1,1,54,89.7,0.506,신규 매수,강한 녹색,1,56,0.4974,-0.8653,-1.2277,-1.7006,-1.2277,-1.2277,2.8344,24.1217,25.1911
2025-09-25,분할 매수,강한 녹색,1,1,50,89.7,0.4416,신규 매수,강한 녹색,1,52,0.4182,-1.7006,-0.6,0.8794,-0.6,-0.6,11.9454,27.78,28.3638
2025-09-26,분할 매수,강한 녹색,1,1,52,89.7,0.5946,신규 매수,강한 녹색,1,56,0.624,0.8794,0.9497,0.5007,0.9497,0.9497,7.7314,30.3761,29.8422
2025-09-29,분할 매수,강한 녹색,1,1,59,89.7,0.6641,신규 매수,강한 녹색,1,66,0.6917,0.5007,0.8405,1.0127,0.8405,0.8405,10.318,34.0094,28.8765
2025-09-30,분할 매수,강한 녹색,1,1,53,89.7,0.4594,신규 매수,강한 녹색,1,56,0.4307,1.0127,2.9363,3.4534,2.9363,2.9363,7.9924,25.3158,34.6452
2025-10-01,분할 매수,강한 녹색,1,1,58,89.7,0.4471,신규 매수,강한 녹색,1,57,0.4193,3.4534,7.1819,4.6123,7.1819,7.1819,7.2434,26.1834,33.0138
2025-10-02,분할 매수,강한 녹색,1,1,57,89.7,0.4734,신규 매수,강한 녹색,1,61,0.476,4.6123,-3.5602,-0.9074,-3.5602,-3.5602,1.3455,11.8961,27.0531
2025-10-10,분할 매수,약한 녹색,1,1,40,89.7,0.2649,홀딩,녹색 대기,0.6,24,0.1854,-0.9074,3.4187,-0.1872,3.4187,3.4187,6.265,17.3314,30.0309
2025-10-13,분할 매수,강한 녹색,1,1,55,89.7,0.5391,신규 매수,약한 녹색,1,44,0.5286,-0.1872,-1.2586,2.2871,-1.2586,-1.2586,4.8991,18.9918,25.528
2025-10-14,분할 매수,약한 녹색,1,1,42,89.7,0.3361,신규 매수,약한 녹색,1,26,0.2714,2.2871,2.2229,1.6942,2.2229,2.2229,4.6694,19.2015,29.8668
2025-10-15,분할 매수,강한 녹색,1,1,50,89.7,0.4124,신규 매수,약한 녹색,1,32,0.351,1.6942,0.6622,-0.4543,0.6622,0.6622,1.8182,15.3425,28.7436
2025-10-16,보유,녹색 대기,0.6555,0.6,37,89.7,0.3219,홀딩,녹색 대기,0.6,15,0.2509,-0.4543,1.1465,2.0768,1.1465,1.1465,5.3072,10.6046,27.079
2025-10-17,분할 매수,약한 녹색,1,1,43,89.7,0.4321,홀딩,녹색 대기,0.6,24,0.3932,2.0768,2.0793,-0.0535,2.0793,2.0793,7.0587,10.3834,26.6909
2025-10-20,분할 매수,강한 녹색,1,1,59,89.7,0.5638,신규 매수,강한 녹색,1,46,0.5396,-0.0535,-1.5078,-0.0308,-1.5078,-1.5078,6.0744,6.9301,26.0219
2025-10-21,분할 매수,강한 녹색,1,1,47,89.7,0.3565,신규 매수,약한 녹색,1,35,0.3057,-0.0308,-0.5486,1.2024,-0.5486,-0.5486,8.0042,6.1633,28.5746
2025-10-22,분할 매수,강한 녹색,1,1,48,89.7,0.3564,신규 매수,약한 녹색,1,34,0.2823,1.2024,4.077,2.8613,4.077,4.077,10.2668,10.0607,29.9597
2025-10-23,분할 매수,강한 녹색,1,1,54,89.7,0.4975,신규 매수,약한 녹색,1,41,0.4526,2.8613,2.8093,2.2922,2.8093,2.8093,7.2812,-1.7673,21.3264
2025-10-24,분할 매수,강한 녹색,1,1,60,89.7,0.595,신규 매수,강한 녹색,1,48,0.5724,2.2922,1.1593,0.0772,1.1593,1.1593,5.6503,-3.0206,22.5712
2025-10-27,분할 매수,강한 녹색,1,1,63,89.7,0.6916,신규 매수,강한 녹색,1,58,0.7021,0.0772,0.255,2.1458,0.255,0.255,8.1681,-1.2433,20.8411
2025-10-28,분할 매수,강한 녹색,1,1,58,89.7,0.5384,신규 매수,강한 녹색,1,50,0.4974,2.1458,1.5375,1.3293,1.5375,1.5375,1.9272,-1.9717,19.6624
2025-10-29,분할 매수,강한 녹색,1,1,60,89.7,0.5708,신규 매수,강한 녹색,1,52,0.5427,1.3293,1.2738,0.4568,1.2738,1.2738,3.9813,-1.5958,17.3104
2025-10-30,분할 매수,강한 녹색,1,1,54,89.7,0.5734,신규 매수,강한 녹색,1,46,0.5458,0.4568,1.2329,3.4312,1.2329,1.2329,-2.6333,-2.4444,21.1767
2025-10-31,분할 매수,강한 녹색,1,1,55,89.7,0.531,신규 매수,약한 녹색,1,42,0.4974,3.4312,3.4284,-1.4181,3.4284,3.4284,-2.7036,-3.5675,23.4311
2025-11-03,분할 매수,강한 녹색,1,1,55,89.7,0.5354,신규 매수,약한 녹색,1,43,0.5083,-1.4181,-5.3899,-2.8904,-5.3899,-5.3899,-1.5254,-7.8537,18.4143
2025-11-04,분할 매수,약한 녹색,1,1,42,89.7,0.2956,홀딩,녹색 대기,0.6,22,0.2135,-2.8904,3.654,1.5478,3.654,3.654,2.9377,-0.7105,24.4608
2025-11-05,분할 매수,강한 녹색,1,1,50,89.7,0.4403,신규 매수,약한 녹색,1,32,0.4083,1.5478,-5.0134,-2.2925,-5.0134,-5.0134,-1.386,-3.6159,20.0542
2025-11-06,분할 매수,강한 녹색,1,1,45,89.7,0.2761,홀딩,녹색 대기,0.6,22,0.1786,-2.2925,1.1684,2.4928,1.1684,1.1684,0.2973,1.0393,28.3535
2025-11-07,분할 매수,약한 녹색,1,1,43,89.7,0.3011,홀딩,녹색 대기,0.6,21,0.2146,2.4928,4.6291,1.427,4.6291,4.6291,0.0904,2.0274,24.8482
2025-11-10,분할 매수,강한 녹색,1,1,57,89.7,0.546,신규 매수,강한 녹색,1,46,0.5104,1.427,-1.0983,-0.7769,-1.0983,-1.0983,-5.3359,-2.1997,14.5438
2025-11-11,분할 매수,강한 녹색,1,1,49,89.7,0.4386,신규 매수,약한 녹색,1,37,0.3839,-0.7769,-0.7201,0.3139,-0.7201,-0.7201,-6.3429,-0.8888,23.0242
2025-11-12,분할 매수,강한 녹색,1,1,55,89.7,0.5035,신규 매수,약한 녹색,1,44,0.4635,0.3139,-3.4467,-5.2734,-3.4467,-3.4467,-2.7081,0.6187,24.9691
2025-11-13,보유,녹색 대기,0.6375,0.6,25,89.7,0.1327,홀딩,중립,0.6,3,0.0078,-5.2734,0.9574,2.3929,0.9574,0.9574,-6.1742,3.5365,28.0465
2025-11-14,보유,녹색 대기,0.6345,0.6,23,89.7,0.0931,홀딩,중립,0.6,10,-0.0135,2.3929,-1.0731,-3.0966,-1.0731,-1.0731,-5.6311,0.221,29.1123
2025-11-17,보유,중립,0.6074999999999999,0.6,5,89.7,-0.0846,홀딩,중립,0.6,-10,-0.2396,-3.0966,-2.1555,-0.9332,-2.1555,-2.1555,-1.7127,1.0102,30.1593
2025-11-18,보유,녹색 대기,0.6285,0.6,19,89.7,0.1408,홀딩,중립,0.6,5,0.0932,-0.9332,3.1562,3.0686,3.1562,3.1562,-0.0282,2.4228,36.5859
2025-11-19,보유,녹색 대기,0.627,0.6,18,89.7,0.0984,홀딩,중립,0.6,3,0.0318,3.0686,-6.8603,-6.0981,-6.8603,-6.8603,-1.2102,-2.0831,32.6945
2025-11-20,보유,위험 경계,0.573,0.6,-18,89.7,-0.1717,홀딩,위험 경계,0.6,-27,-0.3041,-6.0981,1.5181,0.7752,1.5181,1.5181,6.5073,7.2139,47.6422
2025-11-21,보유,중립,0.594,0.6,-4,89.7,-0.1795,홀딩,위험 경계,0.6,-18,-0.3135,0.7752,3.0426,2.1172,3.0426,3.0426,4.9294,7.3129,46.023
2025-11-24,보유,녹색 대기,0.6285,0.6,19,89.7,0.4874,홀딩,중립,0.6,12,0.5099,2.1172,-0.4587,1.5936,-0.4587,-0.4587,0.3715,4.7759,46.9044
2025-11-25,분할 매수,약한 녹색,1,1,30,89.7,0.4573,홀딩,녹색 대기,0.6,23,0.4557,1.5936,1.9206,1.3497,1.9206,1.9206,2.9502,5.365,48.248
2025-11-26,보유,녹색 대기,0.642,0.6,28,89.7,0.3319,홀딩,녹색 대기,0.6,20,0.3094,1.3497,0.3623,-0.7266,0.3623,0.3623,1.6467,2.2993,46.6171
2025-11-27,보유,녹색 대기,0.6435,0.6,29,89.7,0.3531,홀딩,녹색 대기,0.6,21,0.3276,-0.7266,0.0131,-0.8629,0.0131,0.0131,0.8588,2.8677,45.0826
2025-11-28,분할 매수,약한 녹색,1,1,40,89.7,0.562,신규 매수,약한 녹색,1,29,0.5708,-0.8629,-1.4323,1.8161,-1.4323,-1.4323,3.0187,3.3048,33.5952
2025-12-01,분할 매수,약한 녹색,1,1,38,89.7,0.4982,신규 매수,약한 녹색,1,28,0.5266,1.8161,2.1019,1.4378,2.1019,2.1019,4.7914,5.1517,39.0536
2025-12-02,분할 매수,약한 녹색,1,1,42,89.7,0.5147,신규 매수,약한 녹색,1,32,0.5469,1.4378,0.6528,-0.5018,0.6528,0.6528,2.8379,8.2043,35.5102
2025-12-03,분할 매수,약한 녹색,1,1,43,89.7,0.4632,신규 매수,약한 녹색,1,26,0.4719,-0.5018,-0.413,1.7425,-0.413,-0.413,3.0209,9.5471,27.8376
2025-12-04,보유,녹색 대기,0.6405,0.6,27,89.7,0.2362,홀딩,녹색 대기,0.6,21,0.1891,1.7425,2.1575,0.9601,2.1575,2.1575,2.758,13.0003,35.7841
2025-12-05,분할 매수,약한 녹색,1,1,30,89.7,0.3277,홀딩,녹색 대기,0.6,25,0.3328,0.9601,0.2214,-0.3223,0.2214,0.2214,-1.6934,8.5868,35.2634
2025-12-08,보유,녹색 대기,0.6375,0.6,25,89.7,0.199,홀딩,녹색 대기,0.6,22,0.1578,-0.3223,0.2151,0.3005,0.2151,0.2151,-2.1801,8.0932,32.635
2025-12-09,보유,녹색 대기,0.6435,0.6,29,89.7,0.2645,신규 매수,약한 녹색,1,26,0.274,0.3005,0.8305,-0.2288,0.8305,0.8305,-3.1389,9.9686,29.1389
2025-12-10,보유,녹색 대기,0.6435,0.6,29,89.7,0.3528,홀딩,녹색 대기,0.6,24,0.3844,-0.2288,-0.6717,1.0646,-0.6717,-0.6717,-5.3155,10.6044,30.8624
2025-12-11,분할 매수,약한 녹색,1,1,31,89.7,0.3442,홀딩,녹색 대기,0.6,33,0.375,1.0646,-2.2626,-2.8636,-2.2626,-2.2626,-2.8962,10.9697,36.7205
2025-12-12,보유,녹색 대기,0.6375,0.6,25,89.7,0.2969,홀딩,녹색 대기,0.6,24,0.2828,-2.8636,-0.2796,-1.885,-0.2796,-0.2796,0.9853,14.6289,40.8982
2025-12-15,보유,녹색 대기,0.6255,0.6,17,89.7,0.194,홀딩,녹색 대기,0.6,24,0.187,-1.885,-0.7791,1.4562,-0.7791,-0.7791,1.9201,16.7004,41.7887
2025-12-16,보유,녹색 대기,0.639,0.6,26,89.7,0.3275,신규 매수,약한 녹색,1,35,0.3589,1.4562,-1.4042,-1.8912,-1.4042,-1.4042,2.8186,18.3107,47.0885
2025-12-17,보유,중립,0.6074999999999999,0.6,5,89.7,-0.0547,홀딩,중립,0.6,3,-0.1266,-1.8912,1.8777,0.9852,1.8777,1.8777,3.1921,20.5519,43.0561
